certificate,course_code,course_title,lesson,page_type,depth,link_text,url,source_page,html_title,status,audit_note
Web & Computer Programming,WDD 130,Web Fundamentals,Week 01,lesson_subpage,2,Install Git and Clone Your Repository,https://byui-cse.github.io/wdd130-ww-course/week01/setup-git.html,https://byui-cse.github.io/wdd130-ww-course/week01/,WDD 130 | Setup: Install Git and Clone Your Repository,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 01,lesson_subpage,2,Create Your GitHub Repository,https://byui-cse.github.io/wdd130-ww-course/week01/setup-github.html,https://byui-cse.github.io/wdd130-ww-course/week01/,WDD 130 | Setup: Create Your GitHub Repository,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 01,lesson_subpage,2,Install and Configure Microsoft Teams,https://byui-cse.github.io/wdd130-ww-course/week01/setup-msteams.html,https://byui-cse.github.io/wdd130-ww-course/week01/,WDD 130 | Setup: Microsoft Teams,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 01,lesson_subpage,2,Install Visual Studio Code,https://byui-cse.github.io/wdd130-ww-course/week01/setup-visual-studio-code.html,https://byui-cse.github.io/wdd130-ww-course/week01/,WDD 130 | Setup: Install Visual Studio Code,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 02,week_home,1,W2,https://byui-cse.github.io/wdd130-ww-course/week02/,https://byui-cse.github.io/wdd130-ww-course/,WDD 130 | W02 | Course Content,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 02,lesson_subpage,2,Code-along Activity: Add CSS to an HTML File,https://byui-cse.github.io/wdd130-ww-course/week02/code-along-add-css.html,https://byui-cse.github.io/wdd130-ww-course/week02/,WDD 130 | Code-along Activity,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 02,lesson_subpage,2,HTML Block and Inline Elements,https://byui-cse.github.io/wdd130-ww-course/week02/prepare-block-vs-inline.html,https://byui-cse.github.io/wdd130-ww-course/week02/,WDD 130 | HTML: Block and Inline Elements,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 02,lesson_subpage,2,CSS Box Model,https://byui-cse.github.io/wdd130-ww-course/week02/prepare-css-box-model.html,https://byui-cse.github.io/wdd130-ww-course/week02/,WDD 130 | CSS Box Model,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 02,lesson_subpage,2,An Introduction to CSS,https://byui-cse.github.io/wdd130-ww-course/week02/prepare-css-introduction.html,https://byui-cse.github.io/wdd130-ww-course/week02/,WDD 130 | An Introduction to CSS,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 02,lesson_subpage,2,HTML Semantic Elements,https://byui-cse.github.io/wdd130-ww-course/week02/prepare-html-semantic.html,https://byui-cse.github.io/wdd130-ww-course/week02/,WDD 130 | HTML Semantic Elements,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 02,lesson_subpage,2,CSS Units of Measurement,https://byui-cse.github.io/wdd130-ww-course/week02/prepare-values-units.html,https://byui-cse.github.io/wdd130-ww-course/week02/,WDD 130 | CSS Units,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 02,lesson_subpage,2,Home Page Enhancement,https://byui-cse.github.io/wdd130-ww-course/week02/prove-home-enhancement-css.html,https://byui-cse.github.io/wdd130-ww-course/week02/,WDD 130 | W02 | Course Home Page Enhancement,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 03,week_home,1,W3,https://byui-cse.github.io/wdd130-ww-course/week03/,https://byui-cse.github.io/wdd130-ww-course/,WDD 130 | W03 | Course Content,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 03,lesson_subpage,2,Code-along Activity: Home Page Layout Enhancement,https://byui-cse.github.io/wdd130-ww-course/week03/code-along-home-page-layout.html,https://byui-cse.github.io/wdd130-ww-course/week03/,WDD 130 | Code-along Activity,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 03,lesson_subpage,2,Code Comments,https://byui-cse.github.io/wdd130-ww-course/week03/prepare-commenting.html,https://byui-cse.github.io/wdd130-ww-course/week03/,WDD 130 | HTML and CSS Comments,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 03,lesson_subpage,2,"CSS Selectors: Type, Universal, Class, ID",https://byui-cse.github.io/wdd130-ww-course/week03/prepare-css-class-id.html,https://byui-cse.github.io/wdd130-ww-course/week03/,WDD 130 | CSS Class and ID Attributes,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 03,lesson_subpage,2,CSS Layout: Float,https://byui-cse.github.io/wdd130-ww-course/week03/prepare-css-float.html,https://byui-cse.github.io/wdd130-ww-course/week03/,WDD 130 | CSS Float,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 03,lesson_subpage,2,CSS Layout: Position,https://byui-cse.github.io/wdd130-ww-course/week03/prepare-css-position.html,https://byui-cse.github.io/wdd130-ww-course/week03/,WDD 130 | CSS Layout: Position,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 03,lesson_subpage,2,CSS Variables,https://byui-cse.github.io/wdd130-ww-course/week03/prepare-css-variables.html,https://byui-cse.github.io/wdd130-ww-course/week03/,WDD 130 | CSS Variables,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 03,lesson_subpage,2,Rafting Site – About Us Page,https://byui-cse.github.io/wdd130-ww-course/week03/prove-rafting-aboutus.html,https://byui-cse.github.io/wdd130-ww-course/week03/,WDD 130 | W03 | Rafting Site – About Us Page,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 03,lesson_subpage,3,rafting site description,https://byui-cse.github.io/wdd130-ww-course/week03/rafting-site-description.html,https://byui-cse.github.io/wdd130-ww-course/week03/prove-rafting-aboutus.html,WDD 130 | Rafting Site Project Description,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 04,week_home,1,W4,https://byui-cse.github.io/wdd130-ww-course/week04/,https://byui-cse.github.io/wdd130-ww-course/,WDD 130 | W04 | Course Content,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 04,lesson_subpage,2,Code-along Activity: Home Page Layout Enhancements,https://byui-cse.github.io/wdd130-ww-course/week04/code-along-home-page-layout.html,https://byui-cse.github.io/wdd130-ww-course/week04/,WDD 130 | Code-along Activity,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 04,lesson_subpage,2,CSS Flex,https://byui-cse.github.io/wdd130-ww-course/week04/prepare-css-flex.html,https://byui-cse.github.io/wdd130-ww-course/week04/,WDD 130 | CSS Layouts: Flexbox,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 04,lesson_subpage,2,CSS Grid,https://byui-cse.github.io/wdd130-ww-course/week04/prepare-css-grid.html,https://byui-cse.github.io/wdd130-ww-course/week04/,WDD 130 | CSS Layouts: Grid,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 04,lesson_subpage,2,Using CSS Layouts,https://byui-cse.github.io/wdd130-ww-course/week04/prepare-layouts.html,https://byui-cse.github.io/wdd130-ww-course/week04/,WDD 130 | CSS Layouts: Grid Alignment Properties,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 04,lesson_subpage,2,Rafting Site –Update About Us Page,https://byui-cse.github.io/wdd130-ww-course/week04/prove-rafting-enhance.html,https://byui-cse.github.io/wdd130-ww-course/week04/,WDD 130 | W04 | Rafting Project,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 05,week_home,1,W5,https://byui-cse.github.io/wdd130-ww-course/week05/,https://byui-cse.github.io/wdd130-ww-course/,WDD 130 | W05 | Course Content,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 05,lesson_subpage,2,Code-along Activity: Quiz Form,https://byui-cse.github.io/wdd130-ww-course/week05/code-along-quiz-form.html,https://byui-cse.github.io/wdd130-ww-course/week05/,WDD 130 | Code-along Activity,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 05,lesson_subpage,2,Styling Forms,https://byui-cse.github.io/wdd130-ww-course/week05/prepare-css-form.html,https://byui-cse.github.io/wdd130-ww-course/week05/,WDD 130 | CSS Styling on Forms,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 05,lesson_subpage,2,Sharing the Gospel Online,https://byui-cse.github.io/wdd130-ww-course/week05/prepare-gospel-sharing.html,https://byui-cse.github.io/wdd130-ww-course/week05/,WDD 130 | Gospel Online Responsibilities,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 05,lesson_subpage,2,HTML Forms,https://byui-cse.github.io/wdd130-ww-course/week05/prepare-html-form.html,https://byui-cse.github.io/wdd130-ww-course/week05/,WDD 130 | HTML Forms,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 05,lesson_subpage,2,HTML Tables,https://byui-cse.github.io/wdd130-ww-course/week05/prepare-html-table.html,https://byui-cse.github.io/wdd130-ww-course/week05/,WDD 130 | HTML Tables,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 05,lesson_subpage,2,Contact Us Page,https://byui-cse.github.io/wdd130-ww-course/week05/prove-rafting-contactus.html,https://byui-cse.github.io/wdd130-ww-course/week05/,WDD 130 | W05 | Rafting Project,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 06,week_home,1,W6,https://byui-cse.github.io/wdd130-ww-course/week06/,https://byui-cse.github.io/wdd130-ww-course/,WDD 130 | W06 | Course Content,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 06,lesson_subpage,2,Web Design and Development Careers,https://byui-cse.github.io/wdd130-ww-course/week06/prepare-wdd-careers.html,https://byui-cse.github.io/wdd130-ww-course/week06/,WDD 130 | Web Design and Development Careers,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 06,lesson_subpage,2,Home and Trips Pages,https://byui-cse.github.io/wdd130-ww-course/week06/prove-rafting.html,https://byui-cse.github.io/wdd130-ww-course/week06/,WDD 130 | W06 | Rafting Project,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Week 07,week_home,1,W7,https://byui-cse.github.io/wdd130-ww-course/week07/,https://byui-cse.github.io/wdd130-ww-course/,WDD 130 | W07 | Course Content,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Resources,course_subpage,3,Course Rafting Image Repository,https://byui-cse.github.io/wdd130-ww-course/resources/wwr-image-repo.html,https://byui-cse.github.io/wdd130-ww-course/week03/prove-rafting-aboutus.html,WDD 130: Rafting Site Images,ok,
Web & Computer Programming,WDD 130,Web Fundamentals,Resources,course_subpage,3,WWR Sample Logos,https://byui-cse.github.io/wdd130-ww-course/resources/wwr-logos-repo.html,https://byui-cse.github.io/wdd130-ww-course/week03/prove-rafting-aboutus.html,WDD 130: Rafting Site Logos,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Course Home,course_home,0,Course Home,https://byui-cse.github.io/wdd131-ww-course/,https://byui-cse.github.io/wdd131-ww-course/,WDD 131 | Course Content Main Menu,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 01,week_home,1,W1,https://byui-cse.github.io/wdd131-ww-course/week01/,https://byui-cse.github.io/wdd131-ww-course/,WDD 131 | Week 01 | Course Content,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 01,lesson_subpage,2,Home Page,https://byui-cse.github.io/wdd131-ww-course/week01/assignment-01.html,https://byui-cse.github.io/wdd131-ww-course/week01/,WDD 131 | Assignment | Home Page,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 01,lesson_subpage,2,Introduction to JavaScript,https://byui-cse.github.io/wdd131-ww-course/week01/prepare-javascript-introduction.html,https://byui-cse.github.io/wdd131-ww-course/week01/,WDD 131 | JavaScript Introduction,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 01,lesson_subpage,2,HTML and CSS Review,https://byui-cse.github.io/wdd131-ww-course/week01/prepare-layout-review.html,https://byui-cse.github.io/wdd131-ww-course/week01/,WDD 131 | Layout Review,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 01,lesson_subpage,2,Naming Conventions,https://byui-cse.github.io/wdd131-ww-course/week01/prepare-naming-conventions.html,https://byui-cse.github.io/wdd131-ww-course/week01/,WDD 131 | File and Folder Naming Conventions,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 01,lesson_subpage,2,JavaScript Variables,https://byui-cse.github.io/wdd131-ww-course/week01/prepare-variables.html,https://byui-cse.github.io/wdd131-ww-course/week01/,WDD 131 | Variables,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 01,lesson_subpage,2,Visual Studio Code,https://byui-cse.github.io/wdd131-ww-course/week01/setup-code-editor.html,https://byui-cse.github.io/wdd131-ww-course/week01/,WDD 131 | Setup | Code Editor,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 01,lesson_subpage,2,GitHub Pages,https://byui-cse.github.io/wdd131-ww-course/week01/setup-github-pages.html,https://byui-cse.github.io/wdd131-ww-course/week01/,WDD 131 | Setup | GitHub Pages Setup,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 01,lesson_subpage,2,GitHub Repository,https://byui-cse.github.io/wdd131-ww-course/week01/setup-hosting.html,https://byui-cse.github.io/wdd131-ww-course/week01/,WDD 131 | Setup | Hosting,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 01,lesson_subpage,2,Microsoft Teams,https://byui-cse.github.io/wdd131-ww-course/week01/setup-msteams.html,https://byui-cse.github.io/wdd131-ww-course/week01/,WDD 131 | Setup: Microsoft Teams,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 02,week_home,1,W2,https://byui-cse.github.io/wdd131-ww-course/week02/,https://byui-cse.github.io/wdd131-ww-course/,WDD 131 | Week 02 | Course Content,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 02,lesson_subpage,2,Picture Album,https://byui-cse.github.io/wdd131-ww-course/week02/assignment-02.html,https://byui-cse.github.io/wdd131-ww-course/week02/,WDD 131 | Week 02 | Assignment,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 02,lesson_subpage,2,JavaScript Debugging,https://byui-cse.github.io/wdd131-ww-course/week02/prepare-debugging.html,https://byui-cse.github.io/wdd131-ww-course/week02/,WDD 131 | Debugging,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 02,lesson_subpage,2,Handling DOM Events,https://byui-cse.github.io/wdd131-ww-course/week02/prepare-dom-eventhandling.html,https://byui-cse.github.io/wdd131-ww-course/week02/,WDD 131 | JavaScript Event Handling,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 02,lesson_subpage,2,Document Object Model,https://byui-cse.github.io/wdd131-ww-course/week02/prepare-dom-manipulation.html,https://byui-cse.github.io/wdd131-ww-course/week02/,WDD 131 | JavaScript: DOM Manipulation,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 02,lesson_subpage,2,JavaScript Constructs,https://byui-cse.github.io/wdd131-ww-course/week02/prepare-js-constructs.html,https://byui-cse.github.io/wdd131-ww-course/week02/,WDD 131 | JavaScript Common Programming Constructs,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 02,lesson_subpage,2,CSS Media Queries,https://byui-cse.github.io/wdd131-ww-course/week02/prepare-media-queries.html,https://byui-cse.github.io/wdd131-ww-course/week02/,WDD 131 | CSS Media Queries,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 02,lesson_subpage,2,Responsive Menus,https://byui-cse.github.io/wdd131-ww-course/week02/prepare-responsive-menu.html,https://byui-cse.github.io/wdd131-ww-course/week02/,WDD 131 | Responsive 'Hamburger' Menu,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 03,week_home,1,W3,https://byui-cse.github.io/wdd131-ww-course/week03/,https://byui-cse.github.io/wdd131-ww-course/,WDD 131 | Week 03 | Course Content,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 03,lesson_subpage,2,Country Page,https://byui-cse.github.io/wdd131-ww-course/week03/assignment-03.html,https://byui-cse.github.io/wdd131-ww-course/week03/,WDD 131 | Week 03 | Assignment,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 03,lesson_subpage,2,JavaScript Arrays,https://byui-cse.github.io/wdd131-ww-course/week03/prepare-arrays-and-array-methods.html,https://byui-cse.github.io/wdd131-ww-course/week03/,WDD 131 | JavaScript Arrays and Array Methods,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 03,lesson_subpage,2,CSS Pseudo-Selectors,https://byui-cse.github.io/wdd131-ww-course/week03/prepare-css-pseudo.html,https://byui-cse.github.io/wdd131-ww-course/week03/,WDD 131 | CSS Pseudo Classes and Elements,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 03,lesson_subpage,2,Design Principles,https://byui-cse.github.io/wdd131-ww-course/week03/prepare-design-principles.html,https://byui-cse.github.io/wdd131-ww-course/week03/,WDD 131 | Web Design Principles,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 03,lesson_subpage,2,JavaScript Functions,https://byui-cse.github.io/wdd131-ww-course/week03/prepare-functions.html,https://byui-cse.github.io/wdd131-ww-course/week03/,WDD 131 | JavaScript Functions,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 03,lesson_subpage,2,Responsive Images,https://byui-cse.github.io/wdd131-ww-course/week03/prepare-responsive-images.html,https://byui-cse.github.io/wdd131-ww-course/week03/,WDD 131 | Responsive Images – srcset,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 03,lesson_subpage,2,Image File Formats,https://byui-cse.github.io/wdd131-ww-course/week03/prepare-webp.html,https://byui-cse.github.io/wdd131-ww-course/week03/,WDD 131 | WebP and SVG Formats,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 04,week_home,1,W4,https://byui-cse.github.io/wdd131-ww-course/week04/,https://byui-cse.github.io/wdd131-ww-course/,WDD 131 | Week 04 | Course Content,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 04,lesson_subpage,2,Picture Album Enhancement,https://byui-cse.github.io/wdd131-ww-course/week04/assignment-04.html,https://byui-cse.github.io/wdd131-ww-course/week04/,WDD 131 | Week 4 | Assignment,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 04,lesson_subpage,2,JavaScript Array Functions,https://byui-cse.github.io/wdd131-ww-course/week04/prepare-array-functions.html,https://byui-cse.github.io/wdd131-ww-course/week04/,WDD 131 | JavaScript Array Functions,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 04,lesson_subpage,2,Lazyloading Images,https://byui-cse.github.io/wdd131-ww-course/week04/prepare-lazyload.html,https://byui-cse.github.io/wdd131-ww-course/week04/,WDD 131 | Lazy Loading,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 04,lesson_subpage,2,JavaScript Objects,https://byui-cse.github.io/wdd131-ww-course/week04/prepare-objects.html,https://byui-cse.github.io/wdd131-ww-course/week04/,WDD 131 | JavaScript Objects,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 04,lesson_subpage,2,HTML Tables,https://byui-cse.github.io/wdd131-ww-course/week04/prepare-tables.html,https://byui-cse.github.io/wdd131-ww-course/week04/,WDD 131 | HTML Tables,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 04,lesson_subpage,2,Website Subject,https://byui-cse.github.io/wdd131-ww-course/week04/project-subject.html,https://byui-cse.github.io/wdd131-ww-course/week04/,WDD 131 | Project Subject Declaration,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 05,week_home,1,W5,https://byui-cse.github.io/wdd131-ww-course/week05/,https://byui-cse.github.io/wdd131-ww-course/,WDD 131 | Week 05 | Course Content,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 05,lesson_subpage,2,Product Review Form,https://byui-cse.github.io/wdd131-ww-course/week05/assignment-05.html,https://byui-cse.github.io/wdd131-ww-course/week05/,WDD 131 | Week 05 | Assignment,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 05,lesson_subpage,2,JavaScript Callback Functions,https://byui-cse.github.io/wdd131-ww-course/week05/prepare-callback-functions.html,https://byui-cse.github.io/wdd131-ww-course/week05/,WDD 131 | JavaScript Callback Functions,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 05,lesson_subpage,2,HTML Forms,https://byui-cse.github.io/wdd131-ww-course/week05/prepare-forms.html,https://byui-cse.github.io/wdd131-ww-course/week05/,WDD 131 | HTML Forms,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 05,lesson_subpage,2,JavaScript localStorage,https://byui-cse.github.io/wdd131-ww-course/week05/prepare-localStorage.html,https://byui-cse.github.io/wdd131-ww-course/week05/,WDD 131 | Web Storage API – localStorage,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 05,lesson_subpage,2,Website Planning Document,https://byui-cse.github.io/wdd131-ww-course/week05/project-siteplan.html,https://byui-cse.github.io/wdd131-ww-course/week05/,WDD 131 | Project Site Plan,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 06,week_home,1,W6,https://byui-cse.github.io/wdd131-ww-course/week06/,https://byui-cse.github.io/wdd131-ww-course/,WDD 131 | Week 06 | Course Content,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 06,lesson_subpage,2,Description,https://byui-cse.github.io/wdd131-ww-course/week06/project-description.html,https://byui-cse.github.io/wdd131-ww-course/week06/,WDD 131 | Project Description,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 07,week_home,1,W7,https://byui-cse.github.io/wdd131-ww-course/week07/,https://byui-cse.github.io/wdd131-ww-course/,WDD 131 | W07 | Course Content,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Week 07,lesson_subpage,2,Exam Preparation,https://byui-cse.github.io/wdd131-ww-course/week07/exam.html,https://byui-cse.github.io/wdd131-ww-course/week07/,WDD 131 | Exam Description,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Other,course_subpage,1,TOC,https://byui-cse.github.io/wdd131-ww-course/table-of-contents.html,https://byui-cse.github.io/wdd131-ww-course/,WDD 131 | Table of Contents,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Resources,course_subpage,3,Image Optimization:,https://byui-cse.github.io/wdd131-ww-course/resources/image-optimization.html,https://byui-cse.github.io/wdd131-ww-course/week03/prepare-webp.html,WDD Topics | Image Optimization,ok,
Web & Computer Programming,WDD 131,Dynamic Web Fundamentals,Resources,course_subpage,3,template literal,https://byui-cse.github.io/wdd131-ww-course/resources/javascript-template-literals.html,https://byui-cse.github.io/wdd131-ww-course/week01/prepare-variables.html,WDD Topics | Template Literals (Strings),ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Course Home,course_home,0,Course Home,https://byui-cse.github.io/wdd231-ww-course/,https://byui-cse.github.io/wdd231-ww-course/,WDD 231 | Course Content,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,week_home,1,W1,https://byui-cse.github.io/wdd231-ww-course/week01/,https://byui-cse.github.io/wdd231-ww-course/,WDD 231 | Week 01 | Course Content,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,lesson_subpage,2,Course Home Page,https://byui-cse.github.io/wdd231-ww-course/week01/assignment-01.html,https://byui-cse.github.io/wdd231-ww-course/week01/,WDD 231 | Week 01 Assignment,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,lesson_subpage,2,JavaScript Review,https://byui-cse.github.io/wdd231-ww-course/week01/prepare-applied-javascript.html,https://byui-cse.github.io/wdd231-ww-course/week01/,WDD 231 | Applied JavaScript Review,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,lesson_subpage,2,CSS Normalization,https://byui-cse.github.io/wdd231-ww-course/week01/prepare-css-normalization.html,https://byui-cse.github.io/wdd231-ww-course/week01/,WDD 231 | CSS Normalize and Reset,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,lesson_subpage,2,Site Footer,https://byui-cse.github.io/wdd231-ww-course/week01/prepare-footer.html,https://byui-cse.github.io/wdd231-ww-course/week01/,WDD 231 | Site Footer,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,lesson_subpage,2,Site Header,https://byui-cse.github.io/wdd231-ww-course/week01/prepare-header.html,https://byui-cse.github.io/wdd231-ww-course/week01/,WDD 231 | Site Header,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,lesson_subpage,2,Naming Conventions,https://byui-cse.github.io/wdd231-ww-course/week01/prepare-naming-conventions.html,https://byui-cse.github.io/wdd231-ww-course/week01/,WDD 231 | File and Folder Naming Conventions,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,lesson_subpage,2,Site Navigation,https://byui-cse.github.io/wdd231-ww-course/week01/prepare-navigation.html,https://byui-cse.github.io/wdd231-ww-course/week01/,WDD 231 | Site Navigation,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,lesson_subpage,2,CSS Specificity,https://byui-cse.github.io/wdd231-ww-course/week01/prepare-specificity.html,https://byui-cse.github.io/wdd231-ww-course/week01/,WDD 231 | CSS Specificity,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,lesson_subpage,2,Visual Studio Code,https://byui-cse.github.io/wdd231-ww-course/week01/setup-code-editor.html,https://byui-cse.github.io/wdd231-ww-course/week01/,WDD 231 | Setup | Code Editor,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,lesson_subpage,2,GitHub Pages,https://byui-cse.github.io/wdd231-ww-course/week01/setup-github-pages.html,https://byui-cse.github.io/wdd231-ww-course/week01/,WDD 231 | Setup | GitHub Pages Setup,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,lesson_subpage,2,GitHub Repository,https://byui-cse.github.io/wdd231-ww-course/week01/setup-hosting.html,https://byui-cse.github.io/wdd231-ww-course/week01/,WDD 231 | Setup | Hosting,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,lesson_subpage,2,Groups and Microsoft Teams,https://byui-cse.github.io/wdd231-ww-course/week01/setup-msteams.html,https://byui-cse.github.io/wdd231-ww-course/week01/,WDD 231 | Setup: Groups and Microsoft Teams,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 01,lesson_subpage,3,this page,https://byui-cse.github.io/wdd231-ww-course/week01/specificity-activity.html,https://byui-cse.github.io/wdd231-ww-course/week01/prepare-specificity.html,CSS Specificity Example,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 02,week_home,1,W2,https://byui-cse.github.io/wdd231-ww-course/week02/,https://byui-cse.github.io/wdd231-ww-course/,WDD 231 | Week 02 | Course Content,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 02,lesson_subpage,2,Chamber of Commerce Directory Page,https://byui-cse.github.io/wdd231-ww-course/week02/assignment-02.html,https://byui-cse.github.io/wdd231-ww-course/week02/,WDD 231 | Chamber Directory Page,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 02,lesson_subpage,2,Chamber of Commerce Project Introduction: Site Planning,https://byui-cse.github.io/wdd231-ww-course/week02/chamber-site-plan.html,https://byui-cse.github.io/wdd231-ww-course/week02/,WDD 231 | Chamber of Commerce Site Plan,ok,
Web & Computer Programming,WDD 231,Web Frontend Development I,Week 02,lesson_subpage,2,async/await,https://byui-cse.github.io/wdd231-ww-course/week02/prepare-async-await.html,https://byui-cse.github.io/wdd231-ww-course/week02/,WDD 231 | JavaScript async await,ok,
